City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
345,Maine-Soroa,NE,13.2114,12.0241,82.31,57,44,6.82,light rain
346,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.77,84,12,4.81,few clouds
347,Viedma,AR,-40.8135,-62.9967,47.23,59,29,9.13,scattered clouds
348,El Alto,PE,-4.2714,-81.2147,65.86,77,13,11.95,few clouds
349,Buluang,PH,13.3068,123.3425,79.07,91,100,7.43,very heavy rain
350,Ha Tinh,VN,18.3333,105.9,77.7,87,99,2.51,overcast clouds
351,Ranghulu,CN,46.65,124.8667,68.05,98,100,6.89,moderate rain
352,Souillac,MU,-20.5167,57.5167,66.58,88,40,9.22,scattered clouds
353,Anloga,GH,5.7947,0.8973,76.15,82,100,15.99,overcast clouds
354,Kisangani,CD,0.5167,25.2,69.19,99,95,1.79,moderate rain
355,Hambantota,LK,6.1241,81.1185,77.05,91,100,5.39,overcast clouds
356,Saint Andrews,US,34.0454,-81.1293,96.39,53,40,14.97,scattered clouds
357,Ordzhonikidze,KZ,52.4411,61.7408,56.64,90,78,15.1,light rain
358,Srednekolymsk,RU,67.45,153.6833,58.73,44,4,10.31,clear sky
359,Krasnyy Chikoy,RU,50.3643,108.7512,48.7,95,68,2.42,broken clouds
360,Tiksi,RU,71.6872,128.8694,51.17,91,94,3.33,overcast clouds
361,Matagami,CA,49.7502,-77.6328,64.51,82,75,2.3,broken clouds
362,Bathsheba,BB,13.2167,-59.5167,83.01,84,20,17.27,few clouds
363,Kirakira,SB,-10.4544,161.9205,81.3,80,73,8.66,broken clouds
364,Pisco,PE,-13.7,-76.2167,62.65,77,0,16.11,clear sky
365,Kitimat,CA,54.0524,-128.6534,89.98,31,3,1.72,clear sky
366,Thompson,CA,55.7435,-97.8558,77.16,33,40,3.44,scattered clouds
367,Kiruna,SE,67.8557,20.2251,43.72,87,77,2.3,broken clouds
368,Tigil,RU,57.8,158.6667,54.99,67,97,7.18,overcast clouds
369,Flin Flon,CA,54.7682,-101.865,78.64,29,20,3.44,few clouds
370,Fushan,CN,37.4958,121.2581,76.14,95,100,2.53,overcast clouds
371,Slavsk,RU,55.0425,21.677,51.93,90,6,5.55,clear sky
372,Ketchikan,US,55.3422,-131.6461,72.07,68,0,9.22,clear sky
373,Sugod,PH,12.987,124.0805,80.82,85,97,11.25,light rain
374,Waingapu,ID,-9.6567,120.2641,72.27,80,74,10.31,broken clouds
375,Saint-Augustin,CA,51.226,-58.6502,56.5,75,100,9.84,overcast clouds
376,Porto Velho,BR,-8.7619,-63.9039,82.45,54,0,4.61,clear sky
377,Lazaro Cardenas,MX,17.9583,-102.2,85.15,66,27,7.14,scattered clouds
378,Alice Springs,AU,-23.7,133.8833,33.35,55,21,0.0,few clouds
379,College,US,64.8569,-147.8028,62.55,56,75,11.5,broken clouds
380,Kodinar,IN,20.7903,70.7031,79.61,82,88,9.51,overcast clouds
381,Ternate,ID,0.8,127.4,79.79,80,86,5.21,overcast clouds
382,Tyup,KG,42.7276,78.3648,59.86,95,100,3.58,overcast clouds
383,Turukhansk,RU,65.8167,87.9833,51.51,85,0,9.93,clear sky
384,Praia,CV,14.9215,-23.5087,82.94,65,20,3.44,few clouds
385,Chama,CH,47.1821,8.4636,66.67,100,75,2.3,broken clouds
386,San Vicente,AR,-26.6167,-54.1333,67.75,65,100,5.08,moderate rain
387,Aykhal,RU,66.0,111.5,72.46,58,25,4.99,scattered clouds
388,Wonthaggi,AU,-38.6044,145.5913,44.82,72,15,8.88,few clouds
389,Balad,IQ,34.0164,44.1453,93.9,11,0,11.27,clear sky
390,Bundaberg,AU,-24.85,152.35,57.22,81,6,3.0,clear sky
391,Yumen,CN,40.2833,97.2,74.84,13,43,6.78,scattered clouds
392,Brigantine,US,39.4101,-74.3646,89.8,68,0,13.8,clear sky
393,Turayf,SA,31.6725,38.6637,80.85,18,0,10.36,clear sky
394,Yeniseysk,RU,58.4497,92.1703,55.29,88,19,4.36,few clouds
395,Matara,LK,5.9485,80.5353,77.11,91,100,6.08,overcast clouds
396,Goroka,PG,-6.0834,145.3873,62.94,91,67,1.43,broken clouds
397,Campoverde,PE,-8.4753,-74.8058,89.29,44,59,0.6,broken clouds
398,Kautokeino,NO,69.0125,23.0412,42.31,85,29,3.51,scattered clouds
399,Ratnagiri,IN,16.9833,73.3,79.75,91,62,8.16,light rain
400,Nioro,GM,13.35,-15.75,79.07,81,64,9.8,broken clouds
401,Nome,US,64.5011,-165.4064,59.16,76,0,6.91,clear sky
402,Tierranueva,MX,21.6833,-100.5667,76.69,41,72,19.91,broken clouds
403,Winslow,US,35.0242,-110.6974,89.78,27,40,2.51,scattered clouds
404,Ancud,CL,-41.8697,-73.8203,46.22,79,100,4.88,overcast clouds
405,Zhigansk,RU,66.7697,123.3711,69.96,62,90,5.32,overcast clouds
406,Hamilton,US,39.1834,-84.5333,90.14,51,20,9.22,few clouds
407,Ambulu,ID,-8.345,113.6058,71.82,89,92,3.98,overcast clouds
408,Bereda,ES,43.2686,-7.5406,62.15,100,17,0.83,few clouds
409,The Pas,CA,53.8251,-101.2541,77.02,29,0,5.75,clear sky
410,Faanui,PF,-16.4833,-151.75,79.41,72,1,23.22,clear sky
411,Pedro Juan Caballero,PY,-22.5472,-55.7333,71.82,33,39,5.91,scattered clouds
412,Reconquista,AR,-29.15,-59.65,52.77,62,54,8.19,broken clouds
413,Moranbah,AU,-22.0016,148.0466,55.99,62,4,11.14,clear sky
414,Moravsky Beroun,CZ,49.7937,17.4421,61.25,75,22,8.12,few clouds
415,Tahe,CN,52.3333,124.7333,67.48,84,100,3.51,overcast clouds
416,Starkville,US,33.4504,-88.8184,96.24,52,0,4.61,clear sky
417,Cuamba,MZ,-14.8031,36.5372,59.09,77,30,5.66,scattered clouds
418,Rudnogorsk,RU,57.2639,103.7519,55.69,99,100,4.88,overcast clouds
419,Yulara,AU,-25.2406,130.9889,48.33,37,77,7.83,broken clouds
420,Santa Catarina De Tepehuanes,MX,25.35,-105.7333,75.96,46,100,2.46,overcast clouds
421,Richards Bay,ZA,-28.783,32.0377,64.81,83,2,15.59,clear sky
422,Saquarema,BR,-22.92,-42.5103,75.24,68,19,9.08,few clouds
423,Kloulklubed,PW,7.0419,134.2556,82.94,76,86,11.23,overcast clouds
424,Port Lincoln,AU,-34.7333,135.8667,53.6,85,99,12.48,overcast clouds
425,Gotsu,JP,35.0,132.2167,82.15,74,2,5.84,clear sky
426,Kluang,MY,2.0251,103.3328,74.37,96,35,2.35,scattered clouds
427,Bilibino,RU,68.0546,166.4372,56.8,44,15,11.16,few clouds
428,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,79.36,74,57,0.63,broken clouds
429,Nizwa,OM,22.9333,57.5333,78.19,77,95,4.99,overcast clouds
430,Myatlevo,RU,54.8969,35.6762,54.1,97,80,5.1,broken clouds
431,Grand Gaube,MU,-20.0064,57.6608,69.39,75,1,5.01,clear sky
432,Novoilinsk,RU,51.6829,108.7143,56.86,73,94,2.26,overcast clouds
433,Faya,SA,18.3851,42.4509,69.91,48,100,2.93,overcast clouds
434,Hongjiang,CN,27.11,109.9956,75.9,96,100,0.65,overcast clouds
435,Verkhnevilyuysk,RU,63.4453,120.3167,73.31,64,24,7.02,few clouds
436,Suchiapa,MX,16.6167,-93.0833,88.12,55,40,3.44,scattered clouds
437,Mwinilunga,ZM,-11.7358,24.4293,56.05,47,100,3.51,overcast clouds
438,Jizan,SA,17.3333,42.6667,90.54,57,92,8.12,overcast clouds
439,Ermelo,ZA,-26.5333,29.9833,46.31,69,38,4.32,scattered clouds
440,Seoul,KR,37.5683,126.9778,81.97,78,40,8.05,scattered clouds
441,Valparaiso,CL,-33.0393,-71.6273,62.24,68,0,13.8,clear sky
442,Guiratinga,BR,-16.3494,-53.7583,73.96,27,24,3.94,few clouds
443,Arona,ES,28.0996,-16.681,70.7,80,0,26.46,clear sky
444,Tutoia,BR,-2.7619,-42.2744,79.65,78,78,10.78,broken clouds
445,Lincoln,US,40.8,-96.667,84.0,40,20,9.22,few clouds
446,Xinan,CN,26.72,119.8556,78.53,80,1,3.91,clear sky
447,Am Timan,TD,11.0297,20.2827,69.73,96,53,4.68,broken clouds
448,Codajas,BR,-3.8367,-62.0569,82.47,50,33,1.41,scattered clouds
449,Skibbereen,IE,51.55,-9.2667,62.11,93,93,5.21,overcast clouds
450,Klyuchi,RU,52.2667,79.1667,66.7,71,79,11.03,broken clouds
451,Bima,ID,-8.4667,118.7167,72.21,90,86,4.0,overcast clouds
452,Barabinsk,RU,55.3571,78.357,60.1,98,97,9.17,overcast clouds
453,Muzhi,RU,65.3667,64.6667,59.92,61,60,6.46,broken clouds
454,Colac,AU,-38.3333,143.5833,42.08,92,11,2.77,few clouds
455,Puerto Escondido,MX,15.85,-97.0667,86.83,58,40,4.61,scattered clouds
456,Lima,PE,-12.0432,-77.0282,59.9,86,100,6.91,overcast clouds
457,Kysyl-Syr,RU,63.8986,122.7617,75.6,62,2,5.79,clear sky
458,Dubuque,US,42.4833,-90.8668,77.52,44,20,13.8,few clouds
459,Chanthaburi,TH,12.8333,102.1667,68.61,94,16,0.65,few clouds
460,Tekirdag,TR,40.978,27.5085,70.95,80,0,11.86,clear sky
461,Leh,IN,34.1667,77.5833,58.62,76,99,3.87,overcast clouds
462,San-Pedro,CI,4.7485,-6.6363,73.92,81,17,8.59,few clouds
463,Cravo Norte,CO,6.3017,-70.2041,72.75,94,100,4.54,overcast clouds
464,Hamamatsu,JP,34.7,137.7333,82.33,78,18,4.47,few clouds
465,Banda Aceh,ID,5.5577,95.3222,77.77,84,99,13.2,overcast clouds
466,Coquimbo,CL,-29.9533,-71.3436,56.93,88,0,9.22,clear sky
467,Roma,US,43.2128,-75.4557,80.08,72,20,9.22,few clouds
468,Mikhaylovka,RU,50.06,43.2379,70.7,55,83,2.39,broken clouds
469,Codrington,AU,-38.2667,141.9667,46.4,78,20,1.41,few clouds
470,Ugoofaaru,MV,5.6667,73.0,81.37,79,82,16.98,broken clouds
471,Kasongo-Lunda,CD,-6.4667,16.8167,71.17,44,52,2.04,broken clouds
472,Tessalit,ML,20.1986,1.0114,94.14,26,90,9.13,overcast clouds
473,Nikel,RU,69.4128,30.222,48.38,86,62,3.91,broken clouds
474,Aasiaat,GL,68.7098,-52.8699,38.08,88,88,5.39,overcast clouds
475,Gazli,UZ,40.1333,63.45,83.7,26,9,13.24,clear sky
476,Udachnyy,RU,66.4167,112.4,77.76,46,11,6.08,few clouds
477,Lubango,AO,-14.9172,13.4925,55.81,50,12,3.44,few clouds
478,Rawa Mazowiecka,PL,51.7644,20.2549,60.55,67,21,7.09,few clouds
479,Arlit,NE,18.7369,7.3853,90.12,44,100,16.78,overcast clouds
480,Ilhabela,BR,-23.7781,-45.3581,72.66,58,56,4.7,broken clouds
481,Curumani,CO,9.1999,-73.5427,80.33,91,98,1.07,overcast clouds
482,Komsomolskiy,UZ,40.4272,71.7189,84.92,23,83,11.5,broken clouds
483,Esmeralda,CU,21.8525,-78.1169,80.83,76,9,12.08,clear sky
484,Vredendal,ZA,-31.6683,18.5012,52.54,94,30,5.53,scattered clouds
485,Anju,KP,39.6178,125.6647,76.08,84,84,3.98,broken clouds
486,Lerwick,GB,60.1545,-1.1494,55.4,84,100,9.24,overcast clouds
487,Kuala Sungai Baru,MY,2.3594,102.0353,77.04,88,96,6.51,overcast clouds
488,Novopetrovskoye,RU,55.9928,36.4719,54.09,97,99,5.57,overcast clouds
489,Glossa,GR,35.4717,23.7763,74.86,53,0,2.8,clear sky
490,Oranjemund,NA,-28.55,16.4333,56.26,77,69,8.23,broken clouds
491,Iquique,CL,-20.2208,-70.1431,59.04,81,20,6.35,few clouds
492,Boa Viagem,BR,-5.1275,-39.7322,77.22,48,56,3.22,broken clouds
493,Selenginsk,RU,52.0064,106.8647,50.41,75,89,3.78,overcast clouds
494,Kruisfontein,ZA,-34.0033,24.7314,59.67,54,0,9.37,clear sky
495,Elizabeth City,US,36.2946,-76.2511,95.02,62,0,12.66,clear sky
496,Gasa,PS,31.5,34.4667,79.38,76,0,6.24,clear sky
497,Dalbandin,PK,28.8947,64.4101,81.45,67,100,6.93,overcast clouds
498,Binzhou,CN,37.3667,118.0167,73.56,94,100,4.92,overcast clouds
499,Fenoarivo,MG,-18.933,47.4354,57.27,88,75,6.91,broken clouds
500,Iguguno,TZ,-4.5697,34.6275,62.13,71,24,10.45,few clouds
501,Ankazoabo,MG,-22.2833,44.5167,60.48,74,0,6.38,clear sky
502,Yaqui,MX,27.3667,-110.1667,81.16,45,89,8.19,overcast clouds
503,Muli,MV,2.9167,73.5667,81.73,76,65,13.56,broken clouds
504,Salalah,OM,17.0151,54.0924,77.09,88,75,5.75,broken clouds
505,Fort Dodge,US,42.4975,-94.168,75.81,46,40,11.5,scattered clouds
506,Arys,KZ,42.4252,68.795,76.89,34,0,2.1,clear sky
507,Aripuana,BR,-9.1667,-60.6333,78.85,38,5,0.45,clear sky
508,Mantua,IT,45.1667,10.7833,76.08,74,63,7.96,broken clouds
509,Tolaga Bay,NZ,-38.3667,178.3,58.37,65,50,12.95,scattered clouds
510,Nelidovo,RU,56.2211,32.7774,51.28,96,31,4.68,scattered clouds
511,Oistins,BB,13.0667,-59.5333,82.49,69,20,17.27,few clouds
512,Neuquen,AR,-38.9516,-68.0591,58.89,33,0,8.05,clear sky
513,Rawson,AR,-43.3002,-65.1023,49.03,59,4,22.35,clear sky
514,Ust-Kuyga,RU,70.0167,135.6,70.2,79,100,5.32,overcast clouds
515,Mitsamiouli,KM,-11.3847,43.2844,75.58,74,31,8.32,scattered clouds
516,Cabra,ES,37.4725,-4.4421,78.67,35,0,2.75,clear sky
517,Palana,RU,59.1167,159.9667,51.75,68,94,5.35,overcast clouds
518,Romanovo,RU,52.6182,81.2271,59.77,77,26,8.25,scattered clouds
519,Guane,CU,22.2025,-84.0875,88.74,52,26,3.24,scattered clouds
520,Taltal,CL,-25.4,-70.4833,59.67,80,84,3.13,broken clouds
521,Pilani,IN,28.3684,75.6041,81.28,75,100,10.98,overcast clouds
522,Necochea,AR,-38.5473,-58.7368,47.88,82,100,18.5,overcast clouds
523,Jangaon,IN,17.7167,79.1833,76.71,88,81,5.28,broken clouds
524,Albina,SR,5.5,-54.05,74.28,97,100,2.53,overcast clouds
525,Bud,US,39.447,-86.1758,85.98,68,80,4.9,broken clouds
526,Byron Bay,AU,-28.65,153.6167,55.94,67,0,3.62,clear sky
527,Lanzhou,CN,36.0564,103.7922,68.92,57,74,4.27,broken clouds
528,Pizarro,CO,4.9533,-77.366,77.4,86,77,5.19,light rain
529,Awjilah,LY,29.1081,21.2869,84.63,42,0,15.61,clear sky
530,Sao Francisco,BR,-15.9486,-44.8644,70.47,36,12,4.81,few clouds
531,Banikoara,BJ,11.2985,2.4386,74.19,91,97,4.38,overcast clouds
532,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,87,12,3.49,few clouds
533,Sangar,RU,63.9242,127.4739,74.91,60,4,1.43,clear sky
534,Rosarito,MX,32.3333,-117.0333,88.23,63,29,9.31,scattered clouds
535,Batagay-Alyta,RU,67.8006,130.4114,77.83,47,55,2.68,broken clouds
536,Abalak,RU,58.1286,68.5944,52.9,89,20,7.58,few clouds
537,Lakhimpur,IN,27.95,80.7667,80.22,85,100,3.94,overcast clouds
538,Saiha,IN,22.4833,92.9667,69.78,98,41,2.64,scattered clouds
539,Ambilobe,MG,-13.2,49.05,63.86,89,40,2.77,scattered clouds
540,General Pico,AR,-35.6566,-63.7568,48.72,46,0,8.52,clear sky
541,Liuzhou,CN,24.3126,109.3892,80.42,77,100,2.06,overcast clouds
542,Honningsvag,NO,70.9821,25.9704,47.95,87,75,10.36,light intensity drizzle
543,Ulladulla,AU,-35.35,150.4667,49.14,79,49,5.75,scattered clouds
544,Krasnaya Gora,RU,52.9995,31.6023,56.32,83,41,2.46,scattered clouds
545,Tagburos,PH,9.8286,118.7319,78.42,89,75,4.61,broken clouds
546,Mirandola,IT,44.8868,11.0662,76.86,75,38,4.18,scattered clouds
547,Tilichiki,RU,60.4667,166.1,48.67,74,100,7.72,overcast clouds
548,Tibati,CM,6.4667,12.6333,65.71,99,100,0.74,moderate rain
549,Pueblo,US,38.2545,-104.6091,77.77,59,100,10.36,overcast clouds
550,Axim,GH,4.8699,-2.2405,75.72,77,68,10.67,broken clouds
551,Saint Anthony,US,45.0205,-93.218,76.93,50,40,18.41,scattered clouds
552,Tucupita,VE,9.0622,-62.051,75.92,93,59,5.44,broken clouds
553,Havelock,US,34.8791,-76.9013,91.36,81,20,16.11,few clouds
554,Teguise,ES,29.0605,-13.564,70.02,78,20,19.57,few clouds
555,Altay,CN,47.8667,88.1167,65.61,41,19,5.35,few clouds
556,Katsuura,JP,35.1333,140.3,82.44,82,72,9.33,broken clouds
557,Pecos,US,31.4229,-103.4932,100.49,20,40,12.66,scattered clouds
558,Tagusao,PH,9.1924,117.8141,81.09,83,100,5.59,overcast clouds
559,Saint-Pierre,RE,-21.3393,55.4781,67.68,73,0,6.91,clear sky
560,Newport,GB,51.5877,-2.9984,64.69,74,79,3.74,broken clouds
561,Manado,ID,1.487,124.8455,75.97,94,20,3.44,few clouds
562,Slonim,BY,53.0867,25.3219,54.32,89,79,4.72,broken clouds
563,Ukiah,US,39.1502,-123.2078,104.43,28,0,4.61,clear sky
564,Wagar,SD,16.1525,36.2032,82.49,61,100,15.77,overcast clouds
565,Marevo,RU,57.3146,32.0804,56.5,83,54,4.25,broken clouds
566,Khowst,AF,33.3833,69.8833,74.98,85,47,1.66,scattered clouds
567,Sawtell,AU,-30.3833,153.1,51.82,87,7,3.44,clear sky
568,Port Augusta,AU,-32.5,137.7667,50.02,47,93,3.6,overcast clouds
569,Porto De Moz,BR,-1.7483,-52.2383,81.27,69,95,3.53,overcast clouds
570,Nouadhibou,MR,20.931,-17.0347,75.18,73,0,23.02,sand
571,Skelleftea,SE,64.7507,20.9528,53.96,94,100,3.44,overcast clouds
572,Nishihara,JP,26.1842,127.7558,83.48,84,40,11.5,scattered clouds
573,Ust-Kulom,RU,61.6864,53.6902,56.3,84,13,3.11,few clouds
574,Sabang,ID,5.8933,95.3214,80.69,79,100,19.71,overcast clouds
575,Plouzane,FR,48.3833,-4.6167,62.65,72,0,3.44,clear sky
576,Berdigestyakh,RU,62.0989,126.6992,77.83,55,3,5.26,clear sky
577,Eureka,US,40.8021,-124.1637,73.2,77,67,5.99,broken clouds
578,Mizdah,LY,31.4451,12.9801,78.96,42,5,6.78,clear sky
579,Finschhafen,PG,-6.6024,147.8681,81.97,73,84,9.71,broken clouds
580,La Paz,BO,-16.5,-68.15,62.58,7,51,6.91,broken clouds
581,Poum,NC,-20.2333,164.0167,71.55,74,30,8.28,scattered clouds
582,Bafq,IR,31.6128,55.4107,84.18,55,100,7.78,overcast clouds
583,Baykit,RU,61.67,96.37,62.96,97,100,3.87,light rain
584,Montepuez,MZ,-13.1256,38.9997,64.15,71,72,5.19,broken clouds
585,Cap Malheureux,MU,-19.9842,57.6142,69.48,74,1,3.0,clear sky
586,Oksfjord,NO,70.2396,22.3479,50.18,86,48,4.59,scattered clouds
587,Yongan,CN,39.6957,113.6871,69.35,61,44,2.8,scattered clouds
588,Saraland,US,30.8207,-88.0706,88.41,72,52,7.9,broken clouds
589,Antofagasta,CL,-23.65,-70.4,56.48,88,53,7.58,broken clouds
590,Delhi,IN,28.6667,77.2167,85.3,94,75,4.61,mist
591,Huadian,CN,42.9633,126.7478,70.92,96,98,4.43,overcast clouds
592,Nandurbar,IN,21.3667,74.25,77.0,88,97,9.51,overcast clouds
593,Swellendam,ZA,-34.0226,20.4417,54.25,57,0,8.03,clear sky
594,Pilot Butte,CA,50.4668,-104.4178,74.82,41,20,6.91,few clouds
595,Karratha,AU,-20.7377,116.8463,67.06,55,1,8.99,clear sky
596,Shiojiri,JP,36.1,137.9667,75.58,81,32,1.88,scattered clouds
597,Alamosa,US,37.4695,-105.87,58.98,94,100,8.05,light rain
598,Kaeo,NZ,-35.1,173.7833,61.32,83,26,8.43,scattered clouds
599,Belyy Yar,RU,53.6039,91.3903,53.85,86,0,2.24,clear sky
600,Morant Bay,JM,17.8815,-76.4093,83.82,76,19,8.46,few clouds
601,Gamba,GA,-2.65,10.0,70.23,87,100,4.05,overcast clouds
602,Kumbo,CM,6.2,10.6667,58.21,97,100,2.93,light rain
603,Anadyr,RU,64.75,177.4833,54.1,76,75,13.42,broken clouds
604,Killorglin,IE,52.1,-9.7833,58.1,95,100,4.0,overcast clouds
605,Dicabisagan,PH,17.0818,122.4157,80.29,88,100,3.91,overcast clouds
606,Niquelandia,BR,-14.4739,-48.4597,71.67,31,2,0.6,clear sky
607,Mecca,SA,21.4267,39.8261,89.91,28,91,3.58,overcast clouds
608,Rzhaksa,RU,52.1338,42.0264,65.32,83,20,7.27,few clouds
609,Noumea,NC,-22.2763,166.4572,72.0,99,31,10.92,scattered clouds
610,Jalu,LY,29.0331,21.5482,85.44,40,0,16.28,clear sky
611,Male,MV,4.1748,73.5089,82.35,83,75,11.5,broken clouds
612,Ponta Delgada,PT,37.7333,-25.6667,70.52,78,40,4.61,scattered clouds
613,Lewistown,US,40.5992,-77.5714,84.34,84,20,5.75,few clouds
614,Velizh,RU,55.6056,31.1967,52.05,95,11,4.59,few clouds
615,Chardara,KZ,41.2547,67.9692,75.76,40,0,4.5,clear sky
616,Grande Prairie,CA,55.1667,-118.8027,95.18,16,20,14.97,few clouds
617,Auki,SB,-8.7676,160.7034,83.26,67,44,3.87,scattered clouds
618,Berlevag,NO,70.8578,29.0864,48.2,87,75,11.5,broken clouds
619,Vostok,RU,46.4856,135.8833,75.61,74,100,0.92,overcast clouds
620,Marquette,US,46.5333,-87.6335,67.77,63,46,10.85,scattered clouds
621,Solnechnyy,RU,50.7214,136.6319,71.96,86,100,3.09,overcast clouds
622,Yar-Sale,RU,66.8333,70.8333,61.27,67,87,6.82,overcast clouds
623,Candido Mendes,BR,-1.4467,-45.7167,74.55,91,30,3.83,scattered clouds
624,Vanino,RU,49.0869,140.2543,68.34,81,100,2.75,overcast clouds
625,Kalanchak,UA,46.2562,33.2907,73.65,57,0,7.83,clear sky
626,Lehututu,BW,-23.9667,21.8667,62.85,27,83,10.98,broken clouds
627,Ascope,PE,-7.7144,-79.1078,58.33,66,64,5.84,broken clouds
628,Seymchan,RU,62.8833,152.4333,61.29,38,24,13.6,few clouds
629,Imeni Poliny Osipenko,RU,52.4201,136.4853,69.82,79,100,1.92,overcast clouds
630,Klichka,RU,50.4457,117.996,61.81,65,4,1.99,clear sky
631,Emerald,AU,-23.5333,148.1667,53.35,68,1,12.17,clear sky
632,Chapais,CA,49.7834,-74.8492,64.18,84,97,5.57,light rain
633,Nagua,DO,19.3832,-69.8474,82.45,78,40,11.5,scattered clouds
634,Sur,OM,22.5667,59.5289,81.3,74,98,15.64,overcast clouds
635,Umred,IN,20.85,79.3333,79.09,84,100,4.94,overcast clouds
636,Shihezi,CN,44.3,86.0333,81.66,37,99,7.11,overcast clouds
637,Xiaolingwei,CN,32.0333,118.85,78.78,90,99,5.08,overcast clouds
638,Usinsk,RU,65.9939,57.5281,59.52,66,55,12.01,broken clouds
639,Buala,SB,-8.145,159.5921,83.71,71,57,11.1,light rain
640,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,40,0,29.93,clear sky
641,Suruc,TR,36.9761,38.425,85.64,24,0,7.61,clear sky
642,Manggar,ID,-2.8833,108.2667,80.46,83,95,14.52,overcast clouds
643,Leticia,CO,-4.2153,-69.9406,77.05,94,40,4.61,scattered clouds
644,Krasnoselkup,RU,65.7,82.4667,53.11,80,0,8.5,clear sky
645,Henties Bay,NA,-22.116,14.2845,53.35,90,15,6.24,few clouds
646,Chagoda,RU,59.164,35.3285,52.9,97,100,3.74,overcast clouds
647,Polunochnoye,RU,60.8697,60.4153,52.45,80,3,2.64,clear sky
648,Georgiyevka,KZ,43.0369,74.7114,73.44,43,40,11.18,scattered clouds
649,Honiara,SB,-9.4333,159.95,84.72,65,42,7.18,scattered clouds
650,Caraquet,CA,47.7941,-64.9386,70.34,78,57,9.08,broken clouds
651,Paamiut,GL,61.994,-49.6678,42.26,91,94,14.27,overcast clouds
652,Shelburne,CA,44.0787,-80.2041,77.76,52,54,11.16,broken clouds
653,Tukrah,LY,32.5341,20.5791,78.67,79,0,5.28,clear sky
654,Sozimskiy,RU,59.7418,52.2482,56.07,85,52,4.36,broken clouds
655,Maumere,ID,-8.6199,122.2111,74.17,79,80,4.61,broken clouds
656,Sawakin,SD,19.1059,37.3321,90.91,51,48,9.4,scattered clouds
657,Trzebiatow,PL,54.0615,15.2648,54.05,81,51,6.46,broken clouds
658,Ullapool,GB,57.8987,-5.1604,59.34,83,75,1.25,broken clouds
659,Messina,IT,38.1933,15.5497,81.45,78,40,8.05,scattered clouds
660,Sorong,ID,-0.8833,131.25,78.12,88,89,5.55,overcast clouds
661,Mindelheim,DE,48.05,10.4833,63.63,90,100,4.61,light rain
662,Nesterov,RU,54.6306,22.5714,50.23,92,4,4.88,clear sky
663,Kuliyapitiya,LK,7.4688,80.0401,76.68,93,100,2.53,very heavy rain
664,Kindu,CD,-2.95,25.95,70.61,88,99,3.02,overcast clouds
665,Odweyne,SO,9.4092,45.064,73.45,48,4,16.91,clear sky
666,Bontang,ID,0.1333,117.5,75.67,89,78,4.38,broken clouds
667,Talakan,RU,50.3167,130.3667,71.51,98,100,2.08,overcast clouds
668,Quatre Cocos,MU,-20.2078,57.7625,69.1,78,9,10.49,clear sky
669,Severobaykalsk,RU,55.65,109.3167,48.11,100,100,1.99,light rain
670,Trincomalee,LK,8.5711,81.2335,78.51,86,100,7.18,moderate rain
671,Oranzherei,RU,45.8476,47.5663,75.67,58,26,3.98,scattered clouds
672,Mikuni,JP,36.2171,136.1519,80.51,74,0,2.93,clear sky
673,Moen,NO,69.1304,18.6123,49.86,93,75,2.3,broken clouds
674,Uniontown,US,39.9001,-79.7164,83.12,44,66,5.32,broken clouds
675,Aketi,CD,2.7388,23.7833,69.66,98,100,2.28,light rain
676,Huarmey,PE,-10.0681,-78.1522,64.02,81,32,11.72,scattered clouds
677,Haines Junction,CA,60.7522,-137.5108,66.15,45,96,5.75,overcast clouds
678,Olbia,IT,40.9214,9.4856,75.25,64,0,2.3,clear sky
679,Kongoussi,BF,13.3258,-1.5347,82.4,65,100,16.89,overcast clouds
680,Kieta,PG,-6.2167,155.6333,80.76,80,55,3.85,moderate rain
681,Arrah,IN,25.5667,84.6667,80.49,58,96,2.01,overcast clouds
682,Pacific Grove,US,36.6177,-121.9166,84.38,81,20,11.5,few clouds
683,Ngorongoro,TZ,-3.2397,35.4875,46.35,92,23,5.77,few clouds
684,Nouakchott,MR,18.0858,-15.9785,82.33,84,5,21.74,clear sky
685,Mulege,MX,26.8833,-111.9833,92.62,48,68,8.01,broken clouds
686,Bulgan,MN,48.8125,103.5347,51.13,92,69,0.81,broken clouds
687,Ballina,AU,-28.8667,153.5667,56.01,87,1,5.61,clear sky
688,Oum Hadjer,TD,13.2954,19.6966,78.64,73,69,11.16,broken clouds
689,Jadu,LY,31.953,12.0261,80.29,31,0,9.06,clear sky
690,Ville-Marie,CA,47.3335,-79.433,60.21,96,54,5.53,broken clouds
691,Coatzintla,MX,20.4833,-97.45,88.38,66,20,9.22,few clouds
692,Amzya,RU,56.2354,54.3868,55.65,82,30,3.8,scattered clouds
693,Ibra,OM,22.6906,58.5334,76.55,75,97,6.58,overcast clouds
694,Aksarka,RU,66.5606,67.7975,59.95,70,65,7.7,broken clouds
695,Samarai,PG,-10.6167,150.6667,79.05,85,83,13.42,broken clouds
